,brand,model,selling_price,km_driven,fuel,mileage,engine,seats,No_of_years
642,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
644,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
645,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
646,Mahindra,TUV 300 T8,634000,165000,Diesel,18.49,1493.0,7,8
647,Maruti,A-Star Zxi,235000,98500,Petrol,19.0,998.0,5,11
648,Hyundai,i10 Asta,275000,98000,Petrol,20.36,1197.0,5,15
649,Mahindra,Thar CRDe AC,700000,40000,Diesel,16.55,2498.0,6,9
650,Fiat,Grande Punto Sport 90BHP,400000,90000,Diesel,20.3,1248.0,5,10
651,Maruti,Alto LXi,215000,90000,Petrol,19.7,796.0,5,11
652,Hyundai,Getz 1.5 CRDi GVS,150000,110000,Diesel,17.1,1493.0,5,14
653,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,950000,77800,Diesel,25.1,1248.0,5,5
654,Mahindra,TUV 300 T8,730000,100000,Diesel,18.49,1493.0,7,8
655,Tata,Indica V2 Turbomax DLS BS IV,135000,120000,Diesel,19.0,1405.0,5,11
656,Hyundai,Xcent 1.2 Kappa Base,350000,80000,Petrol,19.1,1197.0,5,7
657,Mahindra,KUV 100 G80 K6 Plus,535000,21000,Petrol,18.15,1198.0,6,5
658,Maruti,Swift Dzire Tour S CNG,455000,100000,Petrol,19.0,1197.0,5,5
659,Maruti,Swift Dzire VXI 1.2,655000,25000,Petrol,21.21,1197.0,5,4
660,Ford,EcoSport 1.5 Diesel Titanium BSIV,800000,30000,Diesel,23.0,1498.0,5,4
661,Toyota,Yaris V CVT BSIV,1100000,25000,Petrol,17.8,1496.0,5,5
662,Mercedes-Benz,E-Class E250 CDI Avantgarde,3000000,40000,Diesel,13.0,2143.0,5,7
663,Toyota,Fortuner 4x2 4 Speed AT,1225000,160000,Diesel,11.5,2982.0,7,11
664,Mahindra,KUV 100 G80 K2,340000,51492,Petrol,18.15,1198.0,6,5
665,Volkswagen,ento Diesel Highline,300000,72000,Diesel,20.54,1598.0,5,12
666,Ford,Figo 1.2P Titanium Opt MT,370000,60000,Petrol,18.16,1196.0,5,7
667,Mahindra,Bolero 2011-2019 SLE,330000,136000,Diesel,15.96,2523.0,7,10
668,Hyundai,Santro Xing GLS,238000,60000,Petrol,17.92,1086.0,5,9
669,Hyundai,Santro Xing GLS,200000,90000,Petrol,17.92,1086.0,5,10
670,Nissan,Sunny Diesel XV,320000,91000,Diesel,22.71,1461.0,5,9
671,Hyundai,Santro Xing GL Plus,114999,90000,Petrol,17.92,1086.0,5,14
672,Maruti,Wagon R LXI BS IV,320000,50000,Petrol,20.51,998.0,5,8
673,Hyundai,i10 Era,210000,20000,Petrol,19.81,1086.0,5,13
674,Mahindra,Xylo D2 BS IV,200000,120000,Diesel,14.0,2489.0,8,12
675,Maruti,Wagon R LXI Minor,135000,150000,Petrol,18.9,1061.0,5,14
676,Tata,Indigo CS LS (TDI) BS-III,350000,52000,Diesel,19.09,1405.0,5,8
677,Mahindra,Bolero 2011-2019 DI BSIII,350000,167000,Diesel,13.6,2523.0,8,9
678,Maruti,Swift Dzire VDI,680000,40000,Diesel,28.4,1248.0,5,6
679,Maruti,Swift Vdi BSIII,200000,190000,Diesel,17.8,1248.0,5,13
680,Renault,KWID 1.0 RXT Optional,300000,50000,Petrol,23.01,999.0,5,7
681,Mahindra,Xylo E6,270000,70000,Diesel,14.0,2498.0,7,12
682,Maruti,Wagon R LXI BSIII,225000,80000,Petrol,18.9,998.0,5,11
683,Mahindra,Bolero DI DX 8 Seater,250000,120000,Diesel,13.6,2523.0,8,15
684,Mahindra,TUV 300 T8,590000,40000,Diesel,18.49,1493.0,7,8
685,Hyundai,EON Era Plus,290000,17000,Petrol,21.1,814.0,5,8
686,Maruti,Zen Estilo LXI BS IV,100000,180000,Petrol,19.0,998.0,5,13
687,Maruti,Celerio VXI,395000,50000,Petrol,23.1,998.0,5,7
688,Hyundai,EON Era Plus,195000,65000,Petrol,21.1,814.0,5,9
689,Tata,Nano Cx,45000,10000,Petrol,26.0,624.0,4,12
690,Mahindra,Bolero DI DX 8 Seater,270000,70000,Diesel,13.6,2523.0,8,14
691,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII,600000,90000,Diesel,13.58,2499.0,9,9
692,Hyundai,i20 Asta 1.4 CRDi,715000,50000,Diesel,22.54,1396.0,5,8
693,Hyundai,Elite i20 Magna Plus BSIV,600000,10000,Petrol,18.6,1197.0,5,4
694,Mahindra,TUV 300 T6 Plus,875000,25000,Diesel,18.49,1493.0,7,4
695,Mahindra,Scorpio M2DI,420000,100000,Diesel,13.5,2179.0,5,12
696,Honda,CR-V 2.4 4WD AT,325000,70000,Petrol,10.1,2354.0,5,16
697,Datsun,GO Anniversary Edition,385000,30000,Petrol,20.63,1198.0,5,6
698,Mahindra,KUV 100 mFALCON G80 K2,300000,40000,Petrol,18.15,1198.0,6,7
699,Hyundai,i20 Sportz 1.4 CRDi,335000,135000,Diesel,21.9,1396.0,5,11
700,Maruti,Celerio LXI,300000,35000,Petrol,23.1,998.0,5,9
701,Hyundai,Accent GLE,80000,120000,Petrol,13.2,1495.0,5,19
702,Mahindra,Bolero 2011-2019 SLE,400000,120000,Diesel,15.96,2523.0,7,11
703,Tata,Indigo CS LS (TDI) BS III,168000,190000,Diesel,19.09,1396.0,5,11
704,Mahindra,Bolero 2011-2019 Plus AC,550000,120000,Diesel,15.96,2523.0,9,7
705,Mahindra,Bolero PLUS AC BSIII,320000,175000,Diesel,13.6,2523.0,7,12
706,Mahindra,Bolero 2011-2019 Plus - AC BSIII,320000,175000,Diesel,15.96,2523.0,9,12
707,Nissan,Sunny XE,350000,25000,Petrol,16.95,1498.0,5,12
708,Tata,Manza Club Class Quadrajet90 VX,280000,80000,Diesel,21.02,1248.0,5,10
709,Hyundai,Xcent 1.1 CRDi SX Option,550000,70000,Diesel,24.4,1120.0,5,6
710,Hyundai,Xcent 1.2 VTVT E Plus,500000,10000,Petrol,20.14,1197.0,5,5
711,Ford,Freestyle Titanium Plus Petrol BSIV,700000,6000,Petrol,19.0,1194.0,5,4
712,Skoda,Rapid Ultima 1.6 TDI Elegance,380000,90000,Diesel,20.5,1598.0,5,10
713,Mahindra,Bolero 2011-2019 Plus - AC BSIII,340000,110000,Diesel,15.96,2523.0,9,11
714,Mahindra,Bolero 2011-2019 Plus-AC Plus PS BSIII,160000,120000,Diesel,13.6,2523.0,9,16
715,Toyota,Innova 2.5 G (Diesel) 7 Seater,750000,50000,Diesel,12.99,2494.0,7,9
716,Hyundai,Grand i10 1.2 Kappa Magna AT,531000,20000,Petrol,18.9,1197.0,5,5
717,Renault,KWID 1.0 RXT Optional,300000,35000,Petrol,23.01,999.0,5,6
718,Volkswagen,olo 1.5 TDI Comfortline,350000,60000,Diesel,20.14,1498.0,5,9
719,Chevrolet,Beat LT,150000,68000,Petrol,18.6,1199.0,5,13
720,Maruti,Swift VXI Optional,450000,30000,Petrol,20.4,1197.0,5,8
721,Mahindra,XUV500 W10 2WD,1625000,54000,Diesel,16.0,2179.0,7,6
722,Tata,Indica V2 DLX TC,85000,120000,Diesel,16.8,1405.0,5,17
723,Hyundai,Grand i10 1.2 Kappa Magna BSIV,450000,30000,Petrol,18.9,1197.0,5,5
724,Tata,Tiago 1.05 Revotorq XM,360000,50000,Diesel,27.28,1047.0,5,6
725,Maruti,Alto K10 VXI,390000,6000,Petrol,23.95,998.0,5,3
726,Maruti,Eeco 7 Seater Standard BSIV,145000,50000,Petrol,15.37,1196.0,7,12
727,Mahindra,Scorpio VLX 2WD AIRBAG SE BSIV,540000,90000,Diesel,12.05,2179.0,8,11
728,Toyota,Innova 2.5 E Diesel MS 8-seater,290000,126000,Diesel,12.8,2494.0,8,15
729,Tata,Indigo eCS VX BSIV,300000,90000,Diesel,25.0,1396.0,5,10
730,Ford,Figo Aspire 1.2 Ti-VCT Titanium,565000,80000,Petrol,18.16,1196.0,5,6
731,Mahindra,Scorpio 2.6 CRDe SLE,441000,70000,Diesel,10.5,2609.0,7,12
732,Hyundai,EON Era Plus,180000,80000,Petrol,21.1,814.0,5,12
733,Hyundai,EON D Lite,200000,80000,Petrol,21.1,814.0,5,10
734,Maruti,Alto LX,85000,150000,Petrol,19.7,796.0,5,18
735,Tata,Indica V2 DL BSIII,67500,110000,Diesel,17.88,1396.0,5,17
736,Maruti,Vitara Brezza ZDi Plus Dual Tone,700000,110000,Diesel,24.3,1248.0,5,7
737,Volkswagen,olo Diesel Highline 1.2L,275000,80000,Diesel,22.07,1199.0,5,13
738,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,600000,20000,Petrol,18.9,1197.0,5,4
739,Mahindra,Xylo D2,250000,120000,Diesel,13.0,2489.0,8,12
740,Mahindra,Bolero 2011-2019 DI - AC BS III,600000,120000,Diesel,15.96,2523.0,9,7
741,Fiat,Linea 1.3 Active,200000,80000,Diesel,20.4,1248.0,5,13
742,Hyundai,Grand i10 CRDi Sportz,425000,91500,Diesel,24.0,1120.0,5,8
743,Maruti,Swift Dzire VDi,420000,120000,Diesel,19.3,1248.0,5,11
744,Hyundai,i20 1.4 CRDi Era,321000,100000,Diesel,23.0,1396.0,5,11
745,Mahindra,Xylo D4 BSIV,350000,120000,Diesel,14.0,2498.0,8,11
746,Honda,Amaze i-VTEC Privilege Edition,490000,80000,Petrol,17.8,1198.0,5,6
747,Mahindra,Scorpio S2 7 Seater,680000,90000,Diesel,15.4,2523.0,7,8
748,Maruti,Alto K10 VXI,298000,70000,Petrol,23.95,998.0,5,7
749,Mahindra,Scorpio M2DI,450000,150000,Diesel,13.5,2179.0,5,12
750,Tata,Indica Vista Quadrajet ZX,250000,40000,Diesel,22.3,1248.0,5,11
751,Ford,Endeavour Hurricane Limited Edition,1075000,110000,Diesel,12.8,2953.0,7,10
752,Hyundai,Grand i10 Sportz,500000,20000,Petrol,18.9,1197.0,5,6
753,Ford,Freestyle Trend Petrol BSIV,681000,10000,Petrol,19.0,1194.0,5,4
754,Mahindra,XUV500 W8 2WD,650000,90000,Diesel,15.1,2179.0,7,9
755,Chevrolet,Aveo U-VA 1.2 LS,80000,70000,Petrol,15.26,1150.0,5,15
756,Mahindra,Bolero SLX 2WD BSIII,290000,120000,Diesel,13.6,2523.0,7,14
757,Mahindra,Scorpio 2.6 SPORTZ CRDe,220000,120000,Diesel,10.5,2179.0,8,17
758,Hyundai,Santro Xing GL,120000,90000,Petrol,0.0,1086.0,5,14
759,Datsun,RediGO Sport,229999,80000,Petrol,22.7,799.0,5,6
760,Mahindra,Bolero ZLX BSIII,150000,132478,Diesel,13.6,2523.0,7,20
761,Maruti,Swift Dzire VXI,500000,45000,Petrol,19.1,1197.0,5,9
762,Tata,Indigo CS LS (TDI) BS III,175000,120000,Diesel,19.09,1396.0,5,10
763,Ford,Freestyle Titanium Petrol BSIV,720000,10000,Petrol,19.0,1194.0,5,4
764,Maruti,800 AC,100000,51000,Petrol,16.1,796.0,4,11
765,Honda,Civic 1.8 V AT,250000,105000,Petrol,12.9,1799.0,5,14
766,Mahindra,XUV500 W6 2WD,810000,100000,Diesel,15.1,2179.0,7,9
767,Maruti,Alto LXi,165000,30000,Petrol,19.7,796.0,5,13
768,Chevrolet,Tavera Neo 3 LS 10 Str,409999,60000,Diesel,12.2,1994.0,10,7
769,Maruti,Swift VDI,430000,86000,Diesel,22.9,1248.0,5,10
770,Datsun,GO Plus D1,300000,15000,Petrol,20.62,1198.0,7,8
771,Maruti,Swift Dzire VDi,350000,137500,Diesel,19.3,1248.0,5,12
772,Renault,KWID 1.0 RXT Optional,400000,60000,Petrol,23.01,999.0,5,5
773,Chevrolet,Enjoy 1.3 TCDi LS 7,420000,70000,Diesel,18.2,1248.0,7,7
774,Maruti,Wagon R VXI BS IV,430000,5000,Petrol,20.51,998.0,5,8
775,Maruti,Swift VXI Optional,573000,30000,Petrol,20.4,1197.0,5,6
776,Hyundai,EON D Lite Plus,210000,40000,Petrol,21.1,814.0,5,8
777,Renault,Duster 110PS Diesel RxZ,600000,60000,Diesel,19.01,1461.0,5,8
778,Honda,City 2017-2020 GXi,150000,70000,Petrol,17.7,1497.0,5,15
779,Tata,Tigor 1.2 Revotron XT,550000,15000,Petrol,20.3,1199.0,5,4
780,Maruti,Swift Dzire ZDi,320000,110000,Diesel,19.3,1248.0,5,12
781,Maruti,800 AC,80000,70000,Petrol,16.1,796.0,4,23
782,Honda,Amaze VX Diesel BSIV,800000,10000,Diesel,27.4,1498.0,5,4
783,Maruti,Ertiga ZXI,500000,60000,Petrol,16.02,1373.0,7,10
784,Tata,Manza Aura Quadrajet,229999,110000,Diesel,18.8,1248.0,5,12
785,Maruti,Ertiga ZXI,500000,60000,Petrol,16.02,1373.0,7,10
786,Hyundai,i20 Asta 1.2,630000,35000,Petrol,18.6,1197.0,5,8
787,Maruti,Omni E MPI STD BS IV,190000,70000,Petrol,16.8,796.0,8,7
788,Tata,Manza Aura Quadrajet,229999,110000,Diesel,18.8,1248.0,5,12
789,Mahindra,Bolero VLX CRDe,450000,100000,Diesel,13.6,2523.0,7,12
790,Maruti,Alto Std,95000,120000,Petrol,19.7,796.0,5,15
791,Maruti,Omni 8 Seater BSII,101000,90000,Petrol,19.7,796.0,8,14
792,Honda,Amaze E i-Dtech,500000,70000,Diesel,25.8,1498.0,5,7
793,Toyota,Innova 2.5 VX (Diesel) 7 Seater,1019999,88000,Diesel,12.99,2494.0,7,9
794,Hyundai,EON Era Plus,244000,38000,Petrol,21.1,814.0,5,11
795,Maruti,Wagon R LXI BS IV,250000,90000,Petrol,20.51,998.0,5,10
796,Maruti,Baleno Alpha 1.2,660000,60000,Petrol,21.4,1197.0,5,7
797,Hyundai,i20 Magna,270000,60000,Petrol,18.5,1197.0,5,13
798,Maruti,Ritz VDi,280000,156060,Diesel,23.2,1248.0,5,11
799,Hyundai,Creta 1.6 CRDi SX,1050000,60000,Diesel,19.67,1582.0,5,6
800,Maruti,Swift Dzire VXI,525000,70000,Petrol,20.85,1197.0,5,6
801,Hyundai,Verna 1.6 CRDi S,850000,35000,Diesel,23.9,1582.0,5,6
802,Mahindra,XUV500 W10 1.99 mHawk,1165000,50000,Diesel,16.0,1997.0,7,7
803,Maruti,Swift ZXI,345000,50000,Petrol,18.6,1197.0,5,11
804,Hyundai,Santro Xing XS,95000,100000,Petrol,17.8,1086.0,5,16
805,Maruti,Alto 800 LXI,241000,15000,Petrol,22.74,796.0,5,8
806,Maruti,Alto 800 LXI,235000,20000,Petrol,22.74,796.0,5,8
807,Ford,EcoSport 1.5 TDCi Titanium Plus BSIV,615000,80000,Diesel,22.77,1498.0,5,8
808,Mahindra,Verito Vibe 1.5 dCi D4,350000,110000,Diesel,20.8,1461.0,5,9
809,Maruti,Wagon R Stingray VXI,350000,35000,Petrol,20.51,998.0,5,9
810,Maruti,Wagon R Stingray VXI,380000,35000,Petrol,20.51,998.0,5,9
811,Tata,Sumo Gold EX BSIII,400000,140000,Diesel,14.07,2956.0,7,6
812,Maruti,Zen Estilo LXI BS IV,220000,40000,Petrol,19.0,998.0,5,13
813,Tata,Sumo GX,270000,110000,Diesel,14.4,2179.0,7,15
814,Maruti,Ritz ZXi,275000,70000,Petrol,18.5,1197.0,5,11
815,Tata,Indica Vista Terra 1.4 TDI,125000,100000,Diesel,17.0,1405.0,5,14
816,Hyundai,i10 Sportz 1.1L,360000,20000,Petrol,19.81,1086.0,5,8
817,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,550000,15000,Petrol,18.9,1197.0,5,4
818,Ford,Fiesta 1.4 ZXi Duratec,200000,70000,Petrol,16.6,1388.0,5,12
819,Mahindra,KUV 100 mFALCON G80 K2,327000,20000,Petrol,18.15,1198.0,6,7
820,Hyundai,i10 Sportz 1.1L,425000,15000,Petrol,19.81,1086.0,5,7
821,Maruti,Swift Dzire VDI,620000,107000,Diesel,28.4,1248.0,5,6
822,Tata,Indica Vista Aqua 1.3 Quadrajet BSIV,130000,54000,Diesel,18.4,1248.0,5,12
823,Maruti,Alto LX,120000,58000,Petrol,19.7,796.0,5,14
824,Mahindra,Scorpio SLE BSIV,400000,110000,Diesel,12.05,2179.0,8,12
825,Hyundai,Verna CRDi SX,185000,90000,Diesel,16.8,1493.0,5,16
826,Hyundai,EON 1.0 Kappa Magna Plus,204999,43000,Petrol,20.3,998.0,5,8
827,Maruti,Swift Dzire VDI,625000,43000,Diesel,28.4,1248.0,5,6
828,Maruti,Ertiga ZDI,600000,60000,Diesel,20.77,1248.0,7,10
829,Tata,Indigo GLX,150000,150000,Petrol,12.8,1396.0,5,12
831,Chevrolet,Sail Hatchback Petrol,229999,46000,Petrol,18.2,1199.0,5,10
832,Maruti,Omni E MPI STD BS IV,220000,10000,Petrol,16.8,796.0,8,5
833,Hyundai,i20 Asta Option 1.2,576000,35000,Petrol,18.6,1197.0,5,7
834,Renault,KWID RXT,265000,50000,Petrol,25.17,799.0,5,7
835,Hyundai,Verna 1.6 VGT CRDi,300000,80000,Diesel,22.32,1582.0,5,12
836,Tata,Tigor 1.05 Revotorq XZ,420000,110000,Diesel,24.7,1047.0,5,6
837,Maruti,Ertiga VDI,750000,14000,Diesel,20.77,1248.0,7,8
838,Maruti,Alto 800 CNG LXI,165000,60000,CNG,30.46,796.0,5,11
839,Renault,KWID RXT,290000,28000,Petrol,25.17,799.0,5,6
840,Hyundai,EON Era,160000,57000,Petrol,21.1,814.0,5,12
841,Maruti,Swift Dzire ZDI,695000,50000,Diesel,26.59,1248.0,5,6
842,Maruti,Wagon R Duo Lxi,231000,70000,LPG,26.2,998.0,5,11
843,Toyota,Corolla Altis D-4D J,1050000,60000,Diesel,21.43,1364.0,5,8
844,Hyundai,i20 Sportz 1.2,400000,70000,Petrol,18.5,1197.0,5,10
845,Hyundai,i20 2015-2017 Sportz 1.2,500000,40000,Petrol,18.6,1197.0,5,7
846,Tata,Manza Aqua Quadrajet BS IV,150000,120000,Diesel,21.12,1248.0,5,13
847,Mahindra,Xylo H4,400000,140000,Diesel,14.02,2179.0,7,7
848,Tata,Indigo LS,120000,100000,Diesel,17.0,1405.0,5,13
849,Mahindra,Xylo H4,480000,120000,Diesel,14.02,2179.0,7,9
850,Tata,Indigo CS LX (TDI) BS-III,200000,120000,Diesel,19.09,1405.0,5,10
851,Ford,Fiesta Classic 1.4 Duratorq CLXI,300000,64000,Diesel,17.8,1399.0,5,11
852,Maruti,Celerio VXI,350000,25000,Petrol,23.1,998.0,5,8
853,Renault,Triber RXT BSIV,580000,12000,Petrol,20.0,999.0,7,4
854,Chevrolet,Beat Diesel LT,200000,70000,Diesel,25.44,936.0,5,11
855,Mahindra,Scorpio Getaway,750000,120000,Diesel,11.0,2179.0,5,7
856,Renault,KWID RXT,261000,90000,Petrol,25.17,799.0,5,7
857,Chevrolet,Sail 1.2 LS ABS,371000,40000,Petrol,18.2,1199.0,5,8
858,Mahindra,Bolero DI Non AC BSIII,320000,300000,Diesel,13.6,2523.0,7,13
859,Tata,Indigo CS LX (TDI) BS III,204999,120000,Diesel,19.09,1396.0,5,11
860,Hyundai,Accent GLX,110000,90000,Petrol,13.2,1495.0,5,20
861,Ford,Fusion 1.4 TDCi Diesel,150000,100000,Diesel,17.7,1399.0,5,14
862,Mahindra,Bolero 2011-2019 SLX,625000,90000,Diesel,15.96,2523.0,7,7
863,Mahindra,Scorpio 1.99 S10,1300000,50000,Diesel,15.4,1997.0,7,6
864,Skoda,Octavia Ambition 2.0 TDI MT,900000,168000,Diesel,20.6,1968.0,5,8
865,Ford,Figo Diesel Titanium,180000,110000,Diesel,20.0,1399.0,5,13
866,Mahindra,Bolero SLX,421000,120000,Diesel,13.6,2523.0,7,13
867,Tata,Indigo CS LX (TDI) BS III,204999,120000,Diesel,19.09,1396.0,5,11
868,Honda,WR-V i-DTEC VX,900000,40000,Diesel,25.5,1498.0,5,6
869,Honda,City 2017-2020 GXi,165000,110000,Petrol,17.7,1497.0,5,17
870,Hyundai,i20 Magna 1.4 CRDi,270000,100000,Diesel,21.9,1396.0,5,13
871,Maruti,Vitara Brezza VDi,750000,40000,Diesel,24.3,1248.0,5,6
872,Hyundai,Elite i20 Petrol Asta Option,750000,30000,Petrol,18.6,1197.0,5,4
873,Maruti,800 Std,40000,80000,Petrol,16.1,796.0,4,21
874,Ford,Figo Diesel Titanium,190000,90000,Diesel,20.0,1399.0,5,12
875,Toyota,Innova 2.5 G4 Diesel 7-seater,395000,200000,Diesel,12.8,2494.0,7,14
876,Toyota,Fortuner 3.0 Diesel,800000,125000,Diesel,11.5,2982.0,7,13
877,Hyundai,i20 1.2 Sportz,315000,80000,Petrol,17.0,1197.0,5,12
878,Audi,A4 2.0 TDI,1600000,44000,Diesel,16.55,1968.0,5,9
879,Toyota,Etios GD,409999,90000,Diesel,23.59,1364.0,5,10
880,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,580000,32000,Petrol,18.9,1197.0,5,5
881,Hyundai,i20 Sportz 1.2,340000,70000,Petrol,18.5,1197.0,5,10
882,Hyundai,EON Magna Plus,270000,43000,Petrol,21.1,814.0,5,8
883,Tata,Zest Quadrajet 1.3 75PS XE,280000,80000,Diesel,22.95,1248.0,5,6
884,Tata,Indica Vista Quadrajet VX,130000,60000,Diesel,22.3,1248.0,5,11
885,Hyundai,EON Era Plus,260000,18945,Petrol,21.1,814.0,5,9
886,Hyundai,Grand i10 1.2 CRDi Asta,710000,70000,Diesel,24.0,1186.0,5,5
887,Maruti,Eeco Smiles 7 Seater Standard,204999,100000,Petrol,15.1,1196.0,7,10
888,Datsun,GO Plus Anniversary Edition,300000,60000,Petrol,20.62,1198.0,7,6
889,Maruti,Swift Dzire VDi,180000,144000,Diesel,19.3,1248.0,5,14
890,Mahindra,TUV 300 T6 Plus,700000,120000,Diesel,18.49,1493.0,7,7
891,Hyundai,i20 1.4 CRDi Magna,320000,107825,Diesel,21.9,1396.0,5,11
892,Maruti,Alto 800 VXI Plus,370000,15000,Petrol,22.05,796.0,5,3
893,Renault,KWID RXT Optional,340000,10000,Petrol,25.17,799.0,5,5
894,Maruti,XL6 Alpha,1040000,1620,Petrol,19.01,1462.0,6,4
895,Hyundai,i20 Active SX Diesel,750000,30000,Diesel,21.19,1396.0,5,5
896,Mahindra,TUV 300 Plus P4 BSIV,600000,70000,Diesel,18.49,2179.0,9,5
897,Mahindra,Bolero 2011-2019 DI - AC BS III,550000,70000,Diesel,15.96,2523.0,9,7
898,Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,600000,95000,Diesel,12.99,2494.0,7,10
899,Tata,Tigor 1.05 Revotorq XZ Option,550000,50000,Diesel,24.7,1047.0,5,6
900,Honda,City i DTEC VX Option,750000,160000,Diesel,25.1,1498.0,5,8
901,Hyundai,Santro Magna BSIV,450000,10000,Petrol,20.3,1086.0,5,4
902,Maruti,Ertiga VDI,400000,100000,Diesel,20.77,1248.0,7,11
903,Maruti,Swift VDI Optional,520000,50000,Diesel,25.2,1248.0,5,7
904,Maruti,Alto K10 Knightracer,199000,60000,Petrol,20.2,998.0,5,10
905,Chevrolet,Beat Diesel LT,150000,110000,Diesel,25.44,936.0,5,11
906,Hyundai,i20 Active 1.4 SX with AVN,540000,80000,Diesel,21.19,1396.0,5,7
907,Maruti,SX4 ZDI,250000,85000,Diesel,21.5,1248.0,5,12
908,Maruti,Wagon R LXI Minor,200000,90000,Petrol,18.9,1061.0,5,13
909,Tata,Indica V2 2001-2011 eLX,130000,90000,Diesel,25.0,1396.0,5,12
910,Maruti,800 AC,90000,90000,Petrol,16.1,796.0,4,16
911,Hyundai,Verna 1.6 SX,450000,120000,Diesel,22.32,1582.0,5,11
912,Hyundai,Verna CRDi SX ABS,280000,120000,Diesel,18.1,1493.0,5,14
913,Tata,New Safari 3L Dicor LX 4x2,280000,160000,Diesel,13.93,2956.0,7,16
914,Maruti,Zen LXI,120000,141000,Petrol,17.3,993.0,5,17
915,Maruti,Swift Ldi BSIII,290000,100000,Diesel,17.8,1248.0,5,15
916,Hyundai,Creta 1.4 EX Diesel,1000000,15000,Diesel,22.1,1396.0,5,4
917,Maruti,Swift Dzire VDi,415000,108000,Diesel,19.3,1248.0,5,11
918,Maruti,Swift Dzire VDI,415000,108000,Diesel,23.4,1248.0,5,11
919,Chevrolet,Beat Diesel LT,240000,55000,Diesel,25.44,936.0,5,8
920,Tata,Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,250000,37944,Diesel,18.4,1248.0,5,13
921,Ford,Figo Diesel EXI,175000,90400,Diesel,20.0,1399.0,5,12
922,Hyundai,Verna CRDi SX,220000,85000,Diesel,16.8,1493.0,5,15
923,Maruti,Zen D,85000,120000,Diesel,20.8,1527.0,5,20
924,Maruti,Swift Dzire VXI 1.2,675000,5000,Petrol,21.21,1197.0,5,4
925,Renault,Duster 85PS Diesel RxL,535000,50000,Diesel,19.87,1461.0,5,7
926,Renault,Triber RXZ BSIV,675000,5000,Petrol,20.0,999.0,7,4
927,Maruti,Vitara Brezza ZDi Plus Dual Tone,800000,90000,Diesel,24.3,1248.0,5,7
928,Maruti,Ertiga ZDI,425000,96000,Diesel,20.77,1248.0,7,11
929,Maruti,Eeco 5 Seater AC BSIV,150000,80000,Petrol,15.37,1196.0,5,12
930,Maruti,Zen Estilo 1.1 LXI BSIII,90000,60000,Petrol,18.2,1061.0,5,16
931,Mahindra,XUV500 W6 2WD,850000,90000,Diesel,15.1,2179.0,7,8
932,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,330000,193623,Diesel,12.8,2494.0,8,15
933,Hyundai,i20 1.4 Asta Option,850000,63186,Diesel,22.54,1396.0,5,6
934,Mahindra,Bolero SLX,305000,219000,Diesel,13.6,2523.0,7,15
935,Toyota,Innova 2.5 VX (Diesel) 7 Seater,910000,110000,Diesel,12.99,2494.0,7,10
936,Toyota,Innova 2.5 VX 8 STR,1100000,151000,Diesel,12.8,2494.0,8,11
937,Maruti,Baleno Zeta Automatic,675000,5000,Petrol,21.4,1197.0,5,4
938,Maruti,Alto LXi BSIII,150000,91500,Petrol,19.7,796.0,5,13
939,Maruti,Swift VDI BSIV,550000,23000,Diesel,25.2,1248.0,5,8
940,Volkswagen,ento Diesel Highline,350000,40000,Diesel,20.54,1598.0,5,11
941,Maruti,Ritz VDi,300000,70000,Diesel,23.2,1248.0,5,11
942,Toyota,Innova Crysta 2.8 GX AT BSIV,1745000,10000,Diesel,11.36,2755.0,7,5
943,Mahindra,Scorpio 2009-2014 EX 2WD 7S,611000,90000,Diesel,14.0,2523.0,7,9
944,Honda,Brio S MT,400000,68000,Petrol,19.4,1198.0,5,7
945,Hyundai,Elantra CRDi SX,700000,120000,Diesel,22.7,1582.0,5,10
946,Chevrolet,Sail Hatchback LS ABS,300000,65000,Diesel,22.1,1248.0,5,10
947,Hyundai,Getz GLS,65000,85000,Petrol,15.3,1341.0,5,18
948,Maruti,Wagon R VXI BS IV,200000,94000,Petrol,18.9,998.0,5,12
949,Hyundai,i20 Asta Option 1.4 CRDi,650000,100000,Diesel,22.54,1396.0,5,8
950,Hyundai,i20 Asta Option 1.4 CRDi,650000,80000,Diesel,22.54,1396.0,5,8
951,Volkswagen,olo Diesel Trendline 1.2L,350000,80000,Diesel,22.07,1199.0,5,10
952,Tata,Indica V2 DL BSIII,75000,140500,Diesel,17.88,1396.0,5,12
953,Maruti,Swift Dzire VXi,240000,143000,Petrol,17.5,1298.0,5,13
954,Maruti,Alto K10 2010-2014 VXI,240000,60000,Petrol,20.92,998.0,5,10
